	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
2275	9075656	2016-01-04	49	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	4.62
2277	1983713	2016-01-04	95	13	97.0	10.0	10.0	10.0	10.0	10.0	10.0	0.63
2278	7363727	2016-01-04	70	26	98.0	10.0	10.0	10.0	10.0	10.0	10.0	5.23
2280	6274351	2016-01-04	90	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.99
2281	777159	2016-01-04	150	19	93.0	9.0	9.0	10.0	10.0	9.0	9.0	0.65
2283	674113	2016-01-04	42	190	96.0	10.0	10.0	10.0	10.0	9.0	10.0	7.06
2284	8053128	2016-01-04	59	3	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.89
2285	7534300	2016-01-04	125	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.15
2286	1009838	2016-01-04	85	56	90.0	9.0	9.0	10.0	10.0	9.0	9.0	1.8
2287	9823290	2016-01-04	80	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2288	5194332	2016-01-04	125	21	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.56
2289	841274	2016-01-04	90	69	95.0	10.0	10.0	10.0	10.0	10.0	10.0	2.04
2290	8904748	2016-01-04	125	3	100.0	10.0	10.0	10.0	10.0	9.0	10.0	3.0
2291	8734809	2016-01-04	70	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.76
2293	4461706	2016-01-04	99	28	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.78
2294	3890786	2016-01-04	155	2	100.0	9.0	9.0	10.0	10.0	9.0	10.0	0.14
2296	5559063	2016-01-04	140	2	80.0	8.0	10.0	10.0	10.0	9.0	8.0	0.24
2297	4126284	2016-01-04	50	7	89.0	10.0	9.0	9.0	9.0	7.0	9.0	0.44
2298	1209447	2016-01-04	139	7	89.0	10.0	9.0	10.0	10.0	9.0	10.0	0.24
2299	4364285	2016-01-04	126	7	94.0	9.0	9.0	9.0	10.0	9.0	10.0	0.52
2300	6716874	2016-01-04	105	20	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.05
2302	3677729	2016-01-04	80	21	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.28
2303	1097520	2016-01-04	92	90	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.81
2304	2898954	2016-01-04	69	18	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.22
2305	826436	2016-01-04	75	39	92.0	9.0	9.0	10.0	10.0	9.0	9.0	1.04
2306	774659	2016-01-04	105	40	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.08
2307	3849918	2016-01-04	150	8	85.0	8.0	9.0	9.0	10.0	8.0	8.0	1.16
2308	7382303	2016-01-04	150	25	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.63
2309	5376433	2016-01-04	54	22	94.0	10.0	10.0	9.0	9.0	8.0	9.0	2.33
2310	1750681	2016-01-04	52	80	96.0	10.0	10.0	9.0	10.0	9.0	10.0	4.2
2311	7229312	2016-01-04	150	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
2312	2520890	2016-01-04	80	32	94.0	9.0	9.0	10.0	10.0	8.0	9.0	1.61
2313	8391954	2016-01-04	200	3	80.0	9.0	8.0	10.0	10.0	9.0	8.0	1.8
2314	797358	2016-01-04	68	67	99.0	10.0	10.0	10.0	10.0	9.0	10.0	4.57
2315	7922013	2016-01-04	49	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2316	7956337	2016-01-04	39	3	93.0	10.0	10.0	10.0	10.0	9.0	10.0	3.0
2317	2686659	2016-01-04	95	46	91.0	9.0	10.0	10.0	10.0	9.0	9.0	2.3
2318	755613	2016-01-04	89	46	96.0	9.0	9.0	10.0	10.0	9.0	9.0	1.23
2319	1758935	2016-01-04	62	206	95.0	10.0	10.0	10.0	10.0	9.0	10.0	7.6
2320	8474294	2016-01-04	81	1	40.0	10.0	10.0	2.0	2.0	10.0	8.0	0.38
2321	3904056	2016-01-04	70	7	87.0	8.0	9.0	10.0	9.0	8.0	8.0	0.48
2322	7914021	2016-01-04	110	4	95.0	10.0	10.0	9.0	10.0	10.0	9.0	1.13
2325	7938153	2016-01-04	63	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.23
2326	2763078	2016-01-04	70	97	92.0	10.0	9.0	10.0	10.0	9.0	9.0	4.66
2327	3258213	2016-01-04	60	44	100.0	10.0	10.0	10.0	10.0	9.0	10.0	2.45
2328	7809455	2016-01-04	39	21	97.0	10.0	10.0	10.0	10.0	9.0	10.0	4.44
2329	8409949	2016-01-04	36	19	94.0	9.0	10.0	9.0	10.0	9.0	10.0	5.94
2330	2150760	2016-01-04	100	40	94.0	10.0	10.0	10.0	9.0	9.0	9.0	1.82
2331	5424448	2016-01-04	250	1	80.0	8.0	10.0	10.0	10.0	8.0	8.0	0.18
2332	1606171	2016-01-04	38	166	93.0	9.0	9.0	10.0	10.0	9.0	10.0	6.04
2333	136480	2016-01-04	65	34	95.0	10.0	10.0	10.0	10.0	9.0	10.0	1.12
2334	4863369	2016-01-04	68	55	97.0	10.0	10.0	10.0	10.0	9.0	10.0	5.45
2335	7547290	2016-01-04	110	15	95.0	10.0	10.0	10.0	10.0	9.0	10.0	3.63
2336	5918259	2016-01-04	100	31	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.91
2337	5804875	2016-01-04	99	2	100.0	9.0	9.0	10.0	10.0	9.0	9.0	2.0
2338	8409941	2016-01-04	34	12	96.0	10.0	10.0	10.0	10.0	10.0	9.0	5.63
2339	8409969	2016-01-04	41	21	95.0	10.0	10.0	10.0	9.0	9.0	10.0	5.94
2340	9170870	2016-01-04	98	1	80.0	10.0	10.0	10.0	10.0	8.0	8.0	0.79
2341	6168975	2016-01-04	188	26	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.8
2342	7263506	2016-01-04	85	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.65
2343	7037522	2016-01-04	80	27	96.0	10.0	10.0	10.0	10.0	10.0	10.0	4.53
2344	1416763	2016-01-04	150	28	90.0	9.0	9.0	9.0	10.0	9.0	9.0	0.95
2345	3726391	2016-01-04	160	1	100.0	10.0	10.0	10.0	10.0	8.0	10.0	0.06
2347	3488436	2016-01-04	75	30	94.0	10.0	10.0	10.0	10.0	9.0	9.0	2.74
2348	1277033	2016-01-04	75	32	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.68
2350	2736961	2016-01-04	95	54	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.56
2351	4716486	2016-01-04	90	6	88.0	9.0	8.0	10.0	10.0	9.0	9.0	1.48
2352	7386675	2016-01-04	250	1	100.0	8.0	8.0	10.0	10.0	10.0	8.0	0.19
2353	5240694	2016-01-04	115	16	95.0	9.0	10.0	10.0	10.0	9.0	10.0	1.86
2355	7402861	2016-01-04	45	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.78
2356	741699	2016-01-04	168	145	95.0	10.0	9.0	10.0	10.0	9.0	9.0	4.19
2357	6108006	2016-01-04	127	21	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.97
2358	8409962	2016-01-04	35	12	95.0	10.0	10.0	9.0	10.0	9.0	10.0	3.4
2359	5834820	2016-01-04	65	26	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.17
2360	6741135	2016-01-04	279	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.41
2361	6555393	2016-01-04	93	14	93.0	9.0	10.0	10.0	10.0	10.0	10.0	2.44
2362	67270	2016-01-04	65	148	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.52
2363	7005538	2016-01-04	150	4	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.71
2364	1827586	2016-01-04	375	17	94.0	10.0	9.0	10.0	10.0	10.0	10.0	0.71
2365	7900497	2016-01-04	85	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.25
2367	4809486	2016-01-04	55	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.94
2368	9849122	2016-01-04	35	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
2370	3993960	2016-01-04	75	20	96.0	10.0	9.0	10.0	10.0	9.0	10.0	1.26
2372	5299060	2016-01-04	65	60	96.0	10.0	10.0	10.0	10.0	9.0	10.0	6.14
2373	3115801	2016-01-04	99	5	100.0	10.0	10.0	10.0	10.0	9.0	9.0	0.27
2374	9153365	2016-01-04	75	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2377	4916433	2016-01-04	80	9	96.0	10.0	9.0	10.0	10.0	10.0	9.0	0.73
2378	1732441	2016-01-04	85	48	98.0	10.0	9.0	10.0	10.0	9.0	10.0	1.95
2379	2652941	2016-01-04	95	37	95.0	9.0	10.0	10.0	10.0	9.0	9.0	1.76
2380	2809796	2016-01-04	69	45	99.0	10.0	10.0	10.0	10.0	10.0	10.0	2.28
2381	9477539	2016-01-04	42	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
2382	4479426	2016-01-04	70	15	99.0	10.0	10.0	10.0	10.0	10.0	9.0	2.06
2383	8276416	2016-01-04	55	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.56
2384	486344	2016-01-04	47	45	95.0	10.0	9.0	10.0	10.0	9.0	10.0	1.05
2385	1980395	2016-01-04	148	17	92.0	10.0	10.0	10.0	9.0	9.0	10.0	0.76
2386	7239217	2016-01-04	95	12	97.0	9.0	10.0	10.0	10.0	10.0	9.0	2.17
2387	1328159	2016-01-04	49	57	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.9
2388	5838129	2016-01-04	65	17	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.38
2390	4681687	2016-01-04	58	41	91.0	10.0	9.0	10.0	10.0	9.0	9.0	3.33
2391	4264012	2016-01-04	55	43	93.0	9.0	10.0	10.0	10.0	9.0	9.0	2.84
2392	445199	2016-01-04	129	84	98.0	10.0	10.0	10.0	10.0	9.0	10.0	1.94
2393	7514366	2016-01-04	95	5	100.0	10.0	9.0	10.0	10.0	9.0	10.0	1.53
2394	5236979	2016-01-04	49	36	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.35
2395	8555304	2016-01-04	85	1	80.0	10.0	6.0	10.0	10.0	10.0	10.0	0.59
2397	3124383	2016-01-04	59	22	95.0	10.0	9.0	10.0	10.0	9.0	10.0	1.26
2400	5047188	2016-01-04	51	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.18
2401	5825701	2016-01-04	200	30	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.49
2402	5499882	2016-01-04	100	37	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.92
2403	7529124	2016-01-04	79	20	97.0	10.0	10.0	10.0	10.0	9.0	10.0	5.88
2404	7995944	2016-01-04	90	25	96.0	10.0	10.0	10.0	10.0	9.0	9.0	5.91
2405	5538874	2016-01-04	30	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.41
2406	4941356	2016-01-04	35	16	89.0	9.0	9.0	9.0	9.0	9.0	9.0	1.32
2407	7679928	2016-01-04	45	3	87.0	9.0	9.0	10.0	10.0	10.0	10.0	0.6
2408	10385	2016-01-04	60	74	94.0	10.0	10.0	9.0	10.0	9.0	10.0	0.97
2410	7653539	2016-01-04	95	3	87.0	9.0	9.0	9.0	9.0	9.0	9.0	0.59
2411	5863558	2016-01-04	64	3	93.0	9.0	8.0	10.0	10.0	10.0	9.0	0.48
2412	8472954	2016-01-04	51	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.93
2413	7952930	2016-01-04	75	12	92.0	10.0	9.0	9.0	10.0	10.0	10.0	2.67
2414	8556665	2016-01-04	94	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
2415	5500752	2016-01-04	100	4	100.0	9.0	10.0	10.0	10.0	10.0	10.0	0.59
2417	4423130	2016-01-04	69	27	93.0	9.0	10.0	10.0	10.0	9.0	10.0	2.17
2418	8473056	2016-01-04	139	2	90.0	10.0	8.0	9.0	10.0	10.0	10.0	0.61
2419	2071305	2016-01-04	55	11	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.59
2420	817115	2016-01-04	50	121	93.0	10.0	9.0	10.0	10.0	9.0	9.0	3.25
2421	6895132	2016-01-04	120	4	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.61
2422	8255196	2016-01-04	59	4	80.0	10.0	8.0	10.0	10.0	9.0	10.0	1.13
2423	5051529	2016-01-04	135	10	96.0	10.0	10.0	10.0	9.0	9.0	10.0	0.99
2424	5337848	2016-01-04	110	37	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.84
2425	20868	2016-01-04	137	91	94.0	10.0	10.0	10.0	10.0	9.0	9.0	1.35
2426	8385444	2016-01-04	67	6	93.0	10.0	9.0	10.0	10.0	10.0	10.0	2.09
2427	637326	2016-01-04	110	18	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.37
2428	6557767	2016-01-04	65	33	95.0	10.0	10.0	10.0	10.0	9.0	10.0	4.48
2429	4869458	2016-01-04	37	13	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.41
2430	5319948	2016-01-04	65	11	98.0	10.0	10.0	10.0	10.0	9.0	10.0	1.05
2431	7638282	2016-01-04	130	17	100.0	10.0	10.0	10.0	10.0	9.0	10.0	3.31
2432	11411	2016-01-04	60	47	93.0	10.0	10.0	10.0	10.0	9.0	9.0	0.66
2433	723846	2016-01-04	79	43	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.21
2435	5041669	2016-01-04	95	5	96.0	9.0	10.0	10.0	10.0	10.0	10.0	0.51
2436	2197982	2016-01-04	80	72	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.15
2437	10695	2016-01-04	109	12	95.0	10.0	10.0	10.0	10.0	9.0	10.0	0.18
2439	3317940	2016-01-04	85	45	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.68
2441	8617171	2016-01-04	98	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.03
2443	7074024	2016-01-04	28	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.94
2445	7483750	2016-01-04	63	53	94.0	10.0	9.0	10.0	10.0	9.0	9.0	9.7
2446	9030929	2016-01-04	35	6	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.53
2447	1764233	2016-01-04	42	12	65.0	8.0	6.0	8.0	8.0	9.0	8.0	0.47
2448	6218849	2016-01-04	29	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.41
2449	4030600	2016-01-04	70	32	95.0	10.0	10.0	10.0	10.0	10.0	9.0	2.03
2450	4637801	2016-01-04	74	8	98.0	10.0	10.0	10.0	10.0	10.0	9.0	1.59
2451	2056276	2016-01-04	75	1	100.0	10.0	10.0	10.0	10.0	8.0	8.0	0.06
2452	6214998	2016-01-04	85	7	97.0	10.0	10.0	10.0	10.0	9.0	9.0	1.03
2455	387464	2016-01-04	93	147	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.2
2456	53867	2016-01-04	86	287	96.0	10.0	10.0	10.0	10.0	9.0	10.0	4.52
2457	3146212	2016-01-04	80	52	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.91
2458	107046	2016-01-04	280	22	98.0	10.0	10.0	10.0	10.0	10.0	10.0	0.45
2459	4629020	2016-01-04	138	2	100.0	10.0	9.0	9.0	9.0	9.0	10.0	0.28
2460	4324317	2016-01-04	100	17	87.0	9.0	9.0	10.0	9.0	9.0	9.0	1.8
2461	6629278	2016-01-04	45	8	95.0	10.0	9.0	10.0	10.0	9.0	9.0	1.14
2462	8958290	2016-01-04	39	2	100.0	10.0	10.0	10.0	9.0	10.0	10.0	0.85
2463	6676926	2016-01-04	127	35	99.0	10.0	10.0	10.0	10.0	10.0	10.0	5.71
2464	7934356	2016-01-04	110	3	67.0	7.0	7.0	10.0	10.0	8.0	7.0	0.66
2465	4701141	2016-01-04	40	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.21
2466	7274556	2016-01-04	40	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.11
2468	6907671	2016-01-04	125	6	77.0	7.0	9.0	9.0	9.0	8.0	8.0	1.03
2469	1534622	2016-01-04	39	16	83.0	9.0	9.0	9.0	9.0	10.0	8.0	0.57
2471	1750010	2016-01-04	325	12	76.0	8.0	9.0	10.0	9.0	9.0	7.0	0.62
2472	5805162	2016-01-04	95	29	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.52
2473	1136522	2016-01-04	115	15	87.0	9.0	9.0	9.0	9.0	9.0	9.0	0.5
2474	4892529	2016-01-04	245	3	53.0	6.0	7.0	10.0	9.0	9.0	6.0	0.51
2475	2420536	2016-01-04	69	76	95.0	10.0	10.0	10.0	10.0	9.0	10.0	3.63
2476	6612940	2016-01-04	129	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.43
2477	5471427	2016-01-04	28	8	90.0	9.0	9.0	10.0	9.0	8.0	9.0	0.96
2480	6599960	2016-01-04	105	13	91.0	10.0	9.0	10.0	10.0	9.0	9.0	1.95
2481	8002965	2016-01-04	38	10	96.0	10.0	10.0	10.0	10.0	10.0	10.0	2.73
2484	5413564	2016-01-04	80	2	80.0	6.0	8.0	10.0	10.0	10.0	8.0	1.43
2485	5340242	2016-01-04	110	1	80.0	10.0	8.0	10.0	8.0	8.0	6.0	0.22
2486	3676779	2016-01-04	100	50	94.0	10.0	10.0	10.0	10.0	10.0	10.0	2.86
2487	9157232	2016-01-04	50	1	80.0	8.0	8.0	8.0	10.0	6.0	8.0	0.61
2488	4208555	2016-01-04	75	54	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.83
2489	7026898	2016-01-04	85	16	98.0	10.0	10.0	10.0	10.0	9.0	10.0	2.53
2490	3766055	2016-01-04	70	27	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.56
2494	3434459	2016-01-04	45	5	96.0	10.0	10.0	10.0	10.0	10.0	9.0	0.96
2495	7245586	2016-01-04	60	2	60.0	6.0	4.0	4.0	7.0	9.0	7.0	0.41
2496	5959816	2016-01-04	95	29	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.77
2497	3852117	2016-01-04	39	101	94.0	10.0	9.0	10.0	10.0	9.0	9.0	6.86
2498	7350992	2016-01-04	88	18	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.2
2499	3812725	2016-01-04	175	3	93.0	9.0	10.0	9.0	9.0	9.0	9.0	0.19
2500	4288801	2016-01-04	80	6	90.0	10.0	10.0	9.0	10.0	9.0	10.0	0.45
2501	5473498	2016-01-04	35	9	93.0	10.0	8.0	10.0	10.0	10.0	10.0	1.08
2502	5057466	2016-01-04	84	31	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.56
2503	1541705	2016-01-04	49	14	80.0	9.0	8.0	8.0	9.0	9.0	9.0	0.49
2504	7110923	2016-01-04	196	10	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.35
2506	7500000	2016-01-04	120	5	100.0	10.0	10.0	10.0	10.0	8.0	9.0	1.06
2507	2556794	2016-01-04	55	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.34
2508	6348159	2016-01-04	60	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.52
2509	5941598	2016-01-04	129	22	90.0	9.0	10.0	10.0	10.0	9.0	9.0	2.55
2510	3206305	2016-01-04	90	58	97.0	10.0	10.0	10.0	10.0	9.0	9.0	3.04
2511	3531616	2016-01-04	70	37	98.0	10.0	10.0	10.0	10.0	9.0	10.0	2.06
2512	3404700	2016-01-04	65	55	96.0	10.0	10.0	10.0	10.0	9.0	10.0	3.04
2513	533443	2016-01-04	55	204	97.0	10.0	10.0	10.0	10.0	9.0	10.0	4.74
2514	6214517	2016-01-04	120	22	95.0	9.0	10.0	10.0	10.0	10.0	10.0	3.25
2515	8036620	2016-01-04	525	4	85.0	9.0	9.0	10.0	10.0	9.0	9.0	1.2
2516	8152764	2016-01-04	99	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.42
2517	6837751	2016-01-04	90	25	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.77
2518	2459519	2016-01-04	750	13	94.0	9.0	10.0	10.0	9.0	9.0	9.0	1.46
2519	4940379	2016-01-04	250	9	93.0	10.0	10.0	10.0	9.0	10.0	10.0	1.3
2520	2413338	2016-01-04	125	18	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.84
2521	2332949	2016-01-04	380	38	95.0	9.0	9.0	9.0	10.0	9.0	9.0	1.91
2522	6543683	2016-01-04	130	15	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.28
2523	4340410	2016-01-04	135	5	76.0	8.0	7.0	9.0	10.0	8.0	8.0	0.34
2524	7003848	2016-01-04	257	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.73
2525	3479851	2016-01-04	90	14	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.39
2526	5104918	2016-01-04	160	25	92.0	10.0	10.0	10.0	10.0	10.0	9.0	2.88
2527	1386306	2016-01-04	66	63	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.14
2528	486829	2016-01-04	65	53	92.0	9.0	9.0	10.0	10.0	9.0	9.0	1.22
2529	3604904	2016-01-04	60	45	87.0	9.0	9.0	9.0	9.0	9.0	9.0	2.52
2530	1450262	2016-01-04	295	25	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.86
2531	9995551	2016-01-04	79	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2533	7742525	2016-01-04	58	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.42
2534	4550199	2016-01-04	250	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.18
2535	2822984	2016-01-04	50	20	97.0	10.0	10.0	10.0	10.0	10.0	10.0	1.09
2536	202260	2016-01-04	89	134	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.52
2537	8597687	2016-01-04	47	1	100.0	8.0	10.0	8.0	10.0	10.0	8.0	0.31
2538	2309250	2016-01-04	189	23	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.16
2539	7420339	2016-01-04	175	2	90.0	9.0	9.0	10.0	9.0	9.0	9.0	0.37
2540	1742425	2016-01-04	95	48	93.0	9.0	9.0	10.0	10.0	10.0	9.0	1.84
2541	4559985	2016-01-04	80	4	80.0	9.0	10.0	9.0	7.0	9.0	8.0	0.33
2542	6304139	2016-01-04	95	8	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.14
2543	2610187	2016-01-04	65	4	85.0	10.0	9.0	8.0	9.0	8.0	9.0	0.2
2544	8508341	2016-01-04	150	1	80.0	8.0	10.0	10.0	10.0	10.0	8.0	0.46
2545	7327623	2016-01-04	94	21	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.75
2546	2412633	2016-01-04	109	12	96.0	10.0	9.0	10.0	10.0	10.0	10.0	0.54
2547	4205026	2016-01-04	62	20	94.0	10.0	9.0	10.0	10.0	10.0	9.0	3.35
2548	7858454	2016-01-04	150	3	100.0	10.0	10.0	10.0	9.0	9.0	9.0	0.84
2550	656909	2016-01-04	64	22	96.0	10.0	10.0	10.0	10.0	9.0	10.0	0.56
2551	6728419	2016-01-04	100	45	99.0	10.0	10.0	10.0	10.0	10.0	10.0	6.46
2553	9110560	2016-01-04	45	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
2554	4599119	2016-01-04	180	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.34
2556	3646393	2016-01-04	125	30	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.46
2558	1950446	2016-01-04	129	136	84.0	9.0	8.0	9.0	9.0	9.0	9.0	5.49
2559	9519968	2016-01-04	130	4	80.0	8.0	7.0	8.0	8.0	8.0	8.0	4.0
2560	8507062	2016-01-04	55	6	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.8
2561	4454121	2016-01-04	160	5	88.0	10.0	10.0	10.0	10.0	10.0	10.0	0.35
2562	8505940	2016-01-04	55	14	97.0	10.0	10.0	10.0	10.0	10.0	10.0	4.2
2563	1012003	2016-01-04	115	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	0.37
2564	7024684	2016-01-04	260	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.17
2565	6938542	2016-01-04	110	19	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.15
2566	2350464	2016-01-04	750	17	99.0	10.0	10.0	10.0	10.0	10.0	10.0	0.77
2568	63308	2016-01-04	89	320	98.0	10.0	10.0	10.0	10.0	10.0	10.0	5.2
2569	3352685	2016-01-04	200	10	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.55
2571	6386210	2016-01-04	400	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.67
2572	2385623	2016-01-04	100	23	98.0	9.0	10.0	10.0	10.0	10.0	9.0	1.01
2573	5006092	2016-01-04	125	29	96.0	10.0	10.0	10.0	10.0	10.0	9.0	3.21
2574	7070169	2016-01-04	115	24	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.14
2576	6335327	2016-01-04	59	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.52
2577	3858725	2016-01-04	122	12	94.0	10.0	10.0	10.0	10.0	10.0	9.0	0.73
2578	385438	2016-01-04	175	4	90.0	8.0	8.0	10.0	9.0	8.0	8.0	0.09
2579	3615614	2016-01-04	69	124	97.0	10.0	10.0	10.0	10.0	10.0	10.0	7.07
2580	8339580	2016-01-04	150	3	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.05
2582	139463	2016-01-04	95	91	95.0	10.0	10.0	10.0	10.0	10.0	10.0	1.64
2583	7957689	2016-01-04	100	3	93.0	10.0	9.0	9.0	10.0	10.0	9.0	0.92
2584	6646894	2016-01-04	175	8	93.0	8.0	9.0	10.0	10.0	10.0	9.0	1.26
2586	3551668	2016-01-04	195	31	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.81
2587	2357110	2016-01-04	145	4	93.0	9.0	7.0	10.0	10.0	9.0	9.0	0.54
2588	7784802	2016-01-04	100	16	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.75
2590	9137469	2016-01-04	150	2	100.0	10.0	10.0	10.0	10.0	10.0	9.0	2.0
2591	6032726	2016-01-04	550	19	94.0	9.0	10.0	10.0	10.0	10.0	9.0	2.37
2592	7802266	2016-01-04	162	1	80.0	8.0	8.0	10.0	10.0	10.0	10.0	0.24
2594	7496485	2016-01-04	185	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.23
2595	7638263	2016-01-04	50	3	100.0	10.0	9.0	10.0	10.0	10.0	10.0	1.53
2596	7421950	2016-01-04	130	17	88.0	10.0	10.0	9.0	9.0	9.0	8.0	3.09
2598	1354750	2016-01-04	79	26	94.0	9.0	9.0	10.0	10.0	10.0	9.0	1.85
2599	2687172	2016-01-04	85	11	91.0	10.0	10.0	10.0	10.0	10.0	9.0	0.79
2600	3498114	2016-01-04	70	64	89.0	10.0	9.0	10.0	10.0	10.0	9.0	3.54
2601	9580021	2016-01-04	85	8	100.0	10.0	10.0	10.0	10.0	10.0	10.0	6.15
2604	8369321	2016-01-04	62	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.28
2605	7500191	2016-01-04	119	9	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.67
2606	6870575	2016-01-04	149	43	98.0	10.0	10.0	10.0	10.0	10.0	10.0	6.42
2607	8594717	2016-01-04	139	19	97.0	10.0	10.0	10.0	10.0	10.0	10.0	6.71
