	home_id	last_scraped	price	number_of_reviews	scores_overall	scores_accuracy	scores_cleanliness	scores_checkin	scores_communication	scores_location	scores_value	reviews_per_month
948	3024336	2016-01-04	200	40	98.0	10.0	10.0	10.0	10.0	10.0	9.0	2.11
949	8652185	2016-01-04	287	1	100.0	8.0	10.0	10.0	10.0	10.0	10.0	0.77
951	3970736	2016-01-04	90	51	97.0	10.0	10.0	10.0	10.0	9.0	9.0	3.11
952	4546924	2016-01-04	150	36	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.2
953	2760901	2016-01-04	119	16	98.0	10.0	10.0	10.0	10.0	9.0	10.0	0.79
954	3490239	2016-01-04	150	7	97.0	9.0	9.0	10.0	10.0	9.0	9.0	0.42
955	3416217	2016-01-04	170	31	96.0	10.0	9.0	10.0	10.0	10.0	9.0	1.68
956	5537833	2016-01-04	150	6	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.71
957	8372562	2016-01-04	279	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
958	8866960	2016-01-04	55	3	90.0	10.0	10.0	10.0	10.0	10.0	10.0	1.27
959	3354614	2016-01-04	125	29	90.0	10.0	10.0	9.0	9.0	9.0	10.0	1.56
961	7093738	2016-01-04	90	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.23
962	5277900	2016-01-04	199	9	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.04
963	1171574	2016-01-04	65	158	98.0	10.0	10.0	10.0	10.0	9.0	10.0	5.04
965	74328	2016-01-04	92	53	93.0	9.0	10.0	9.0	10.0	9.0	9.0	0.95
966	6728017	2016-01-04	257	1	100.0	10.0	10.0	10.0	10.0	6.0	10.0	0.2
967	2612399	2016-01-04	79	62	99.0	10.0	10.0	10.0	10.0	9.0	10.0	3.12
968	2515795	2016-01-04	200	22	94.0	10.0	10.0	10.0	9.0	9.0	10.0	1.3
969	7093910	2016-01-04	80	2	60.0	9.0	6.0	9.0	9.0	9.0	6.0	0.46
970	4170863	2016-01-04	85	5	96.0	10.0	10.0	10.0	10.0	9.0	10.0	0.32
971	7941079	2016-01-04	65	7	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.54
972	1442973	2016-01-04	105	14	97.0	10.0	10.0	10.0	9.0	9.0	10.0	0.5
973	4396961	2016-01-04	59	34	96.0	10.0	10.0	10.0	10.0	10.0	10.0	3.6
974	5859152	2016-01-04	59	15	95.0	10.0	9.0	10.0	10.0	9.0	9.0	3.31
976	2112625	2016-01-04	56	18	98.0	10.0	10.0	10.0	10.0	9.0	10.0	0.75
978	8273948	2016-01-04	85	13	92.0	10.0	10.0	9.0	9.0	10.0	9.0	3.55
979	319768	2016-01-04	135	5	100.0	10.0	8.0	10.0	10.0	9.0	10.0	0.11
980	1961671	2016-01-04	200	20	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.9
981	3691288	2016-01-04	163	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.83
984	8049470	2016-01-04	59	14	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.41
985	1455908	2016-01-04	135	32	97.0	9.0	10.0	10.0	10.0	9.0	9.0	1.13
986	8525825	2016-01-04	75	1	100.0	10.0	8.0	10.0	10.0	8.0	10.0	0.31
987	3463245	2016-01-04	109	20	98.0	10.0	10.0	9.0	10.0	10.0	9.0	1.14
988	4172364	2016-01-04	55	33	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.46
989	3728802	2016-01-04	500	3	93.0	9.0	9.0	10.0	10.0	9.0	8.0	0.18
990	6512378	2016-01-04	55	12	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.63
991	785830	2016-01-04	400	2	100.0	10.0	10.0	9.0	10.0	9.0	10.0	0.12
992	8616606	2016-01-04	105	14	97.0	10.0	9.0	10.0	10.0	10.0	10.0	5.0
993	5078244	2016-01-04	39	54	82.0	9.0	7.0	9.0	9.0	9.0	9.0	5.98
994	7921278	2016-01-04	50	10	100.0	10.0	10.0	10.0	10.0	9.0	10.0	2.36
995	8016610	2016-01-04	129	7	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.75
996	4468524	2016-01-04	44	41	99.0	10.0	10.0	10.0	10.0	10.0	10.0	3.09
997	8424532	2016-01-04	350	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.67
998	6990882	2016-01-04	300	31	97.0	10.0	10.0	10.0	10.0	9.0	10.0	5.41
999	4017140	2016-01-04	53	37	95.0	10.0	9.0	10.0	10.0	9.0	10.0	2.33
1000	9489310	2016-01-04	60	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1001	8104742	2016-01-04	285	2	100.0	9.0	10.0	10.0	10.0	9.0	10.0	2.0
1003	6475289	2016-01-04	159	34	100.0	10.0	10.0	10.0	10.0	10.0	10.0	5.34
1004	1377812	2016-01-04	225	55	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.84
1005	9512909	2016-01-04	66	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.0
1006	4432489	2016-01-04	80	40	94.0	10.0	10.0	9.0	9.0	10.0	10.0	3.22
1007	7471629	2016-01-04	79	27	96.0	9.0	10.0	9.0	10.0	9.0	9.0	5.19
1008	8067827	2016-01-04	120	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.38
1009	4384095	2016-01-04	49	42	97.0	10.0	10.0	10.0	10.0	9.0	10.0	3.03
1010	1351716	2016-01-04	122	113	95.0	10.0	10.0	10.0	10.0	9.0	9.0	3.74
1011	8392661	2016-01-04	90	15	83.0	9.0	10.0	10.0	9.0	9.0	9.0	4.21
1012	281208	2016-01-04	196	27	98.0	10.0	10.0	10.0	10.0	9.0	10.0	0.57
1013	7859909	2016-01-04	115	14	89.0	10.0	9.0	10.0	10.0	9.0	9.0	3.02
1015	1404307	2016-01-04	125	15	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.05
1017	877203	2016-01-04	60	27	93.0	9.0	9.0	9.0	9.0	8.0	9.0	0.8
1018	7037291	2016-01-04	70	22	94.0	10.0	10.0	10.0	9.0	9.0	9.0	4.46
1019	7931386	2016-01-04	175	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.02
1021	6759104	2016-01-04	69	12	93.0	10.0	10.0	10.0	10.0	9.0	10.0	2.95
1022	7619060	2016-01-04	69	19	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.22
1023	7095802	2016-01-04	35	23	84.0	9.0	8.0	9.0	10.0	8.0	9.0	3.83
1025	3998922	2016-01-04	68	17	96.0	10.0	10.0	10.0	10.0	9.0	10.0	1.1
1027	5932882	2016-01-04	100	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.57
1028	6187340	2016-01-04	70	4	100.0	9.0	10.0	10.0	10.0	10.0	10.0	2.79
1029	8350401	2016-01-04	90	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.3
1030	1273432	2016-01-04	275	14	96.0	10.0	10.0	10.0	10.0	9.0	9.0	0.47
1031	2830174	2016-01-04	60	26	97.0	10.0	10.0	10.0	10.0	9.0	10.0	1.26
1032	9370866	2016-01-04	125	1	100.0	6.0	10.0	10.0	10.0	10.0	10.0	0.86
1035	3946160	2016-01-04	90	141	96.0	10.0	10.0	10.0	10.0	9.0	10.0	8.55
1036	4061207	2016-01-04	90	3	100.0	10.0	10.0	10.0	10.0	9.0	10.0	0.93
1037	113951	2016-01-04	250	10	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
1039	5060388	2016-01-04	95	38	97.0	10.0	10.0	10.0	10.0	9.0	10.0	4.79
1040	286712	2016-01-04	218	39	88.0	9.0	9.0	9.0	9.0	8.0	9.0	0.88
1041	5463875	2016-01-04	120	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.16
1042	4316910	2016-01-04	64	18	89.0	9.0	9.0	9.0	9.0	9.0	10.0	2.65
1044	4777832	2016-01-04	170	80	99.0	10.0	10.0	10.0	10.0	9.0	10.0	6.35
1045	7429207	2016-01-04	168	1	100.0	10.0	10.0	10.0	10.0	8.0	10.0	0.22
1046	7664565	2016-01-04	60	25	98.0	10.0	10.0	10.0	10.0	9.0	10.0	4.9
1047	5792683	2016-01-04	85	4	90.0	10.0	10.0	10.0	9.0	7.0	9.0	0.69
1048	1856970	2016-01-04	70	183	97.0	10.0	10.0	10.0	10.0	9.0	10.0	7.75
1049	4084712	2016-01-04	115	45	93.0	10.0	9.0	10.0	10.0	9.0	9.0	2.99
1050	6411986	2016-01-04	90	9	84.0	9.0	8.0	9.0	10.0	8.0	7.0	1.21
1052	9426058	2016-01-04	80	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1054	4297068	2016-01-04	149	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.42
1055	8221520	2016-01-04	250	7	94.0	10.0	9.0	9.0	9.0	9.0	9.0	2.28
1056	2387605	2016-01-04	69	61	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.83
1057	8389809	2016-01-04	65	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.56
1058	7048843	2016-01-04	40	26	86.0	9.0	8.0	9.0	9.0	8.0	9.0	4.79
1059	879181	2016-01-04	60	31	95.0	10.0	9.0	10.0	9.0	9.0	9.0	0.86
1060	6423488	2016-01-04	149	5	96.0	10.0	10.0	10.0	9.0	10.0	10.0	0.85
1061	7241905	2016-01-04	115	7	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.35
1062	1246809	2016-01-04	79	64	89.0	9.0	9.0	9.0	9.0	8.0	8.0	2.06
1064	5615620	2016-01-04	100	52	95.0	10.0	9.0	10.0	10.0	10.0	9.0	5.98
1065	936484	2016-01-04	76	7	91.0	9.0	9.0	9.0	9.0	10.0	9.0	0.46
1066	5415077	2016-01-04	95	43	95.0	9.0	9.0	10.0	10.0	10.0	10.0	4.37
1067	938785	2016-01-04	100	13	86.0	9.0	9.0	8.0	9.0	10.0	9.0	0.63
1068	934216	2016-01-04	137	20	88.0	9.0	9.0	10.0	9.0	10.0	9.0	0.68
1069	6119821	2016-01-04	38	19	93.0	9.0	9.0	9.0	9.0	10.0	9.0	2.47
1070	3385421	2016-01-04	557	31	99.0	10.0	10.0	10.0	10.0	10.0	10.0	1.75
1071	5981343	2016-01-04	160	48	98.0	10.0	10.0	10.0	10.0	10.0	9.0	6.32
1072	9706229	2016-01-04	179	6	87.0	9.0	10.0	9.0	10.0	10.0	9.0	6.0
1073	8212989	2016-01-04	41	3	87.0	9.0	9.0	9.0	9.0	10.0	10.0	2.57
1075	5422159	2016-01-04	99	43	91.0	10.0	9.0	9.0	9.0	10.0	9.0	4.4
1076	9532861	2016-01-04	149	1	60.0	10.0	8.0	6.0	8.0	8.0	6.0	0.81
1077	3380159	2016-01-04	199	50	94.0	10.0	10.0	10.0	10.0	10.0	9.0	2.71
1078	9294683	2016-01-04	157	14	99.0	10.0	10.0	10.0	10.0	10.0	10.0	7.78
1079	8253456	2016-01-04	170	10	98.0	10.0	10.0	10.0	10.0	10.0	9.0	2.73
1080	944237	2016-01-04	85	9	93.0	10.0	9.0	9.0	10.0	10.0	10.0	0.28
1081	4165387	2016-01-04	299	26	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.07
1082	9866984	2016-01-04	95	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1083	7179337	2016-01-04	99	14	92.0	10.0	10.0	10.0	9.0	10.0	9.0	2.4
1085	8015531	2016-01-04	114	40	95.0	10.0	10.0	10.0	10.0	10.0	9.0	11.01
1086	991961	2016-01-04	311	7	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.21
1088	8035212	2016-01-04	100	31	97.0	10.0	9.0	10.0	9.0	10.0	9.0	7.32
1089	8053396	2016-01-04	150	21	95.0	10.0	10.0	10.0	10.0	10.0	10.0	5.43
1091	2516391	2016-01-04	135	16	98.0	10.0	10.0	10.0	10.0	10.0	10.0	0.82
1092	7581631	2016-01-04	110	6	100.0	10.0	10.0	10.0	10.0	9.0	10.0	1.42
1093	7067650	2016-01-04	75	9	93.0	9.0	9.0	10.0	10.0	10.0	10.0	1.99
1094	706385	2016-01-04	138	188	100.0	10.0	10.0	10.0	10.0	10.0	10.0	4.85
1095	6005443	2016-01-04	129	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.64
1096	6883913	2016-01-04	120	31	95.0	10.0	10.0	10.0	10.0	10.0	9.0	4.72
1097	6523393	2016-01-04	95	26	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.43
1099	6766513	2016-01-04	95	20	98.0	10.0	10.0	10.0	10.0	9.0	10.0	3.03
1100	682135	2016-01-04	91	7	96.0	10.0	10.0	10.0	10.0	10.0	10.0	0.26
1101	4678866	2016-01-04	135	2	100.0	10.0	10.0	10.0	10.0	10.0	8.0	0.16
1102	708774	2016-01-04	95	47	95.0	10.0	10.0	10.0	10.0	10.0	10.0	1.26
1103	3158210	2016-01-04	140	20	96.0	10.0	10.0	10.0	10.0	10.0	9.0	1.05
1104	1494828	2016-01-04	125	81	98.0	10.0	10.0	10.0	10.0	10.0	10.0	2.83
1105	7291403	2016-01-04	150	2	90.0	10.0	8.0	10.0	10.0	9.0	9.0	0.36
1106	7075357	2016-01-04	129	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.38
1108	1652097	2016-01-04	85	22	86.0	9.0	9.0	9.0	10.0	9.0	8.0	1.18
1109	4660460	2016-01-04	82	41	95.0	10.0	10.0	10.0	10.0	10.0	10.0	3.81
1110	1944596	2016-01-04	103	29	97.0	10.0	10.0	10.0	10.0	10.0	10.0	1.19
1111	5593504	2016-01-04	59	16	96.0	10.0	10.0	10.0	10.0	10.0	10.0	1.66
1112	7999692	2016-01-04	150	1	80.0	8.0	8.0	10.0	10.0	10.0	8.0	0.26
1113	619366	2016-01-04	115	146	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.52
1115	3379116	2016-01-04	300	43	98.0	10.0	10.0	10.0	10.0	9.0	10.0	2.7
1118	7536219	2016-01-04	91	8	88.0	9.0	8.0	9.0	10.0	10.0	9.0	1.53
1119	4688603	2016-01-04	59	2	90.0	10.0	10.0	10.0	10.0	9.0	9.0	0.17
1121	3627658	2016-01-04	125	9	87.0	10.0	9.0	8.0	9.0	9.0	8.0	0.51
1122	6363779	2016-01-04	195	2	90.0	9.0	7.0	10.0	10.0	10.0	10.0	0.29
1123	2693137	2016-01-04	58	89	89.0	9.0	9.0	10.0	10.0	9.0	9.0	4.71
1124	7697340	2016-01-04	600	2	60.0	10.0	10.0	10.0	8.0	8.0	6.0	0.43
1126	7844444	2016-01-04	100	6	73.0	6.0	6.0	9.0	9.0	9.0	7.0	1.3
1127	7481498	2016-01-04	125	11	96.0	10.0	10.0	10.0	10.0	9.0	10.0	2.01
1128	535300	2016-01-04	82	115	92.0	9.0	9.0	10.0	10.0	10.0	9.0	2.68
1130	8294379	2016-01-04	55	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.07
1132	4481979	2016-01-04	134	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.44
1133	5353512	2016-01-04	42	4	75.0	7.0	7.0	8.0	9.0	7.0	7.0	3.08
1134	244499	2016-01-04	125	34	96.0	10.0	10.0	10.0	10.0	10.0	10.0	0.83
1135	3316219	2016-01-04	115	106	77.0	8.0	8.0	9.0	9.0	8.0	8.0	5.99
1136	6613601	2016-01-04	125	9	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.32
1137	7833113	2016-01-04	55	16	96.0	9.0	10.0	10.0	10.0	10.0	10.0	3.64
1138	7439802	2016-01-04	550	7	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.86
1140	9330174	2016-01-04	100	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.8
1143	7401671	2016-01-04	80	15	82.0	9.0	8.0	10.0	10.0	9.0	8.0	2.66
1144	5330475	2016-01-04	100	2	100.0	9.0	9.0	10.0	10.0	10.0	10.0	0.61
1145	8067001	2016-01-04	90	1	100.0	6.0	10.0	10.0	10.0	10.0	10.0	0.45
1148	6852288	2016-01-04	59	14	85.0	9.0	8.0	10.0	9.0	10.0	9.0	2.37
1149	6913706	2016-01-04	183	20	96.0	10.0	10.0	10.0	10.0	10.0	9.0	3.11
1151	48319	2016-01-04	220	21	96.0	10.0	9.0	9.0	9.0	9.0	9.0	0.38
1153	8083242	2016-01-04	115	3	73.0	6.0	5.0	10.0	10.0	7.0	6.0	0.8
1155	6990477	2016-01-04	183	26	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.24
1156	117862	2016-01-04	115	19	98.0	10.0	9.0	10.0	10.0	10.0	9.0	0.34
1157	7777219	2016-01-04	75	4	90.0	10.0	10.0	10.0	9.0	10.0	9.0	0.83
1158	7203765	2016-01-04	110	1	80.0	8.0	6.0	10.0	10.0	8.0	10.0	0.2
1159	7840228	2016-01-04	183	6	100.0	10.0	10.0	10.0	10.0	10.0	9.0	1.27
1160	7438635	2016-01-04	220	12	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.4
1161	9389755	2016-01-04	119	3	93.0	10.0	9.0	10.0	10.0	10.0	10.0	2.37
1162	9151865	2016-01-04	75	1	40.0	4.0	10.0	10.0	10.0	10.0	4.0	1.0
1163	7204672	2016-01-04	200	2	90.0	9.0	9.0	10.0	10.0	10.0	9.0	0.43
1164	5579427	2016-01-04	229	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.74
1165	6734621	2016-01-04	333	29	94.0	10.0	10.0	10.0	10.0	9.0	10.0	4.24
1166	2263643	2016-01-04	41	57	89.0	9.0	9.0	9.0	10.0	9.0	9.0	3.01
1167	4608208	2016-01-04	70	39	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.03
1169	3528627	2016-01-04	70	20	86.0	9.0	8.0	9.0	9.0	9.0	8.0	1.11
1171	8050642	2016-01-04	350	3	100.0	10.0	9.0	9.0	10.0	9.0	10.0	0.75
1172	7329805	2016-01-04	200	7	94.0	10.0	10.0	10.0	10.0	9.0	10.0	1.54
1173	6848455	2016-01-04	225	9	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.33
1175	5164581	2016-01-04	40	58	94.0	9.0	9.0	10.0	10.0	9.0	10.0	5.26
1177	226536	2016-01-04	46	25	91.0	8.0	9.0	10.0	10.0	9.0	9.0	0.5
1178	176678	2016-01-04	64	57	97.0	9.0	10.0	10.0	10.0	9.0	10.0	1.25
1179	7050534	2016-01-04	125	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.49
1180	8248970	2016-01-04	250	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.64
1182	3876097	2016-01-04	30	16	97.0	9.0	9.0	10.0	10.0	10.0	9.0	0.95
1183	1260259	2016-01-04	150	64	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.08
1186	8173487	2016-01-04	280	2	80.0	10.0	10.0	10.0	9.0	10.0	8.0	0.5
1187	685600	2016-01-04	75	8	100.0	10.0	9.0	10.0	10.0	10.0	10.0	0.47
1188	8483477	2016-01-04	178	1	60.0	4.0	8.0	10.0	10.0	10.0	8.0	0.3
1190	6959336	2016-01-04	129	3	73.0	7.0	7.0	9.0	9.0	7.0	7.0	0.49
1191	5195064	2016-01-04	50	64	93.0	10.0	9.0	10.0	10.0	9.0	9.0	5.98
1193	8301680	2016-01-04	175	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.81
1194	492287	2016-01-04	88	71	93.0	10.0	10.0	10.0	10.0	9.0	10.0	1.62
1195	8029177	2016-01-04	100	4	85.0	10.0	10.0	10.0	10.0	10.0	10.0	0.94
1196	7343707	2016-01-04	225	14	100.0	10.0	10.0	10.0	10.0	10.0	10.0	2.8
1198	7676574	2016-01-04	250	4	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.05
1199	3354761	2016-01-04	95	9	84.0	8.0	9.0	10.0	9.0	9.0	7.0	0.51
1200	3561237	2016-01-04	172	19	97.0	9.0	10.0	9.0	10.0	10.0	9.0	1.07
1201	1831338	2016-01-04	99	17	79.0	9.0	8.0	9.0	9.0	9.0	8.0	0.89
1202	1840671	2016-01-04	99	11	87.0	9.0	8.0	10.0	10.0	10.0	8.0	0.61
1203	5559643	2016-01-04	175	13	93.0	10.0	9.0	9.0	10.0	10.0	9.0	1.38
1204	8327083	2016-01-04	350	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	1.0
1206	1696015	2016-01-04	375	15	95.0	9.0	9.0	10.0	10.0	10.0	9.0	0.67
1207	6855839	2016-01-04	144	28	99.0	10.0	10.0	10.0	10.0	10.0	10.0	4.18
1208	3345341	2016-01-04	999	54	94.0	9.0	9.0	10.0	10.0	10.0	9.0	2.89
1209	4410493	2016-01-04	138	10	94.0	8.0	9.0	9.0	10.0	10.0	9.0	0.81
1210	19619	2016-01-04	145	17	98.0	9.0	10.0	9.0	10.0	10.0	9.0	0.26
1211	7597244	2016-01-04	125	4	95.0	10.0	10.0	10.0	10.0	9.0	10.0	2.93
1212	5736082	2016-01-04	45	6	80.0	9.0	9.0	10.0	9.0	10.0	8.0	0.78
1213	3697351	2016-01-04	35	108	87.0	9.0	7.0	10.0	10.0	10.0	9.0	6.16
1214	6958436	2016-01-04	225	2	90.0	8.0	5.0	9.0	9.0	10.0	7.0	0.39
1215	9652574	2016-01-04	50	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.81
1217	3534364	2016-01-04	100	10	89.0	10.0	7.0	9.0	9.0	10.0	8.0	0.56
1218	6671901	2016-01-04	120	28	83.0	9.0	9.0	9.0	9.0	10.0	9.0	4.02
1219	6370313	2016-01-04	249	4	55.0	7.0	7.0	5.0	6.0	10.0	7.0	0.9
1220	9863484	2016-01-04	95	2	100.0	10.0	9.0	10.0	10.0	10.0	10.0	2.0
1221	7249631	2016-01-04	150	19	97.0	10.0	10.0	10.0	10.0	10.0	9.0	3.45
1222	9183838	2016-01-04	130	1	20.0	2.0	4.0	2.0	2.0	6.0	2.0	1.0
1223	6222245	2016-01-04	130	2	100.0	10.0	10.0	9.0	8.0	10.0	7.0	0.41
1225	7760836	2016-01-04	105	6	93.0	10.0	9.0	10.0	10.0	10.0	10.0	1.5
1226	7324993	2016-01-04	175	12	90.0	9.0	10.0	10.0	10.0	10.0	9.0	3.79
1227	5760902	2016-01-04	100	54	93.0	10.0	9.0	10.0	10.0	10.0	9.0	6.59
1228	7035498	2016-01-04	129	31	98.0	10.0	10.0	10.0	10.0	10.0	9.0	5.71
1229	8956631	2016-01-04	90	13	95.0	10.0	10.0	10.0	10.0	10.0	10.0	5.42
1230	6766708	2016-01-04	350	3	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.45
1231	6992696	2016-01-04	199	5	72.0	8.0	6.0	9.0	9.0	9.0	8.0	0.84
1232	4264043	2016-01-04	75	76	87.0	9.0	8.0	9.0	9.0	10.0	9.0	5.08
1233	6186081	2016-01-04	110	25	94.0	10.0	9.0	10.0	10.0	10.0	9.0	3.75
1234	1472532	2016-01-04	80	181	95.0	10.0	10.0	10.0	10.0	10.0	9.0	6.22
1235	5900224	2016-01-04	150	12	98.0	10.0	10.0	10.0	10.0	10.0	10.0	1.46
1236	9374358	2016-01-04	95	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	3.6
1237	5874421	2016-01-04	139	39	98.0	10.0	10.0	10.0	10.0	10.0	10.0	4.38
1238	8829474	2016-01-04	139	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.76
1239	6228474	2016-01-04	275	3	93.0	10.0	10.0	9.0	9.0	9.0	8.0	0.45
1240	4637670	2016-01-04	135	37	94.0	10.0	10.0	10.0	10.0	9.0	10.0	2.78
1241	3995007	2016-01-04	128	67	94.0	10.0	10.0	10.0	10.0	10.0	9.0	4.15
1242	19611	2016-01-04	107	26	87.0	9.0	9.0	10.0	9.0	9.0	8.0	0.37
1244	1200829	2016-01-04	100	20	92.0	9.0	9.0	9.0	9.0	9.0	9.0	0.71
1245	3673759	2016-01-04	100	61	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.48
1246	206781	2016-01-04	120	18	96.0	9.0	9.0	10.0	10.0	10.0	9.0	1.0
1247	988176	2016-01-04	125	121	92.0	9.0	9.0	10.0	10.0	10.0	9.0	3.53
1248	3686556	2016-01-04	120	18	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.04
1249	2881446	2016-01-04	150	11	90.0	10.0	10.0	10.0	10.0	10.0	9.0	0.72
1251	6328150	2016-01-04	140	13	92.0	9.0	9.0	10.0	10.0	10.0	9.0	1.73
1252	2154617	2016-01-04	150	159	96.0	10.0	9.0	10.0	10.0	10.0	9.0	6.94
1253	6658052	2016-01-04	149	32	97.0	10.0	10.0	10.0	10.0	10.0	9.0	4.82
1254	6187841	2016-01-04	229	6	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.75
1256	4318031	2016-01-04	93	49	97.0	10.0	10.0	10.0	10.0	10.0	10.0	3.33
1257	6364549	2016-01-04	110	19	97.0	10.0	10.0	10.0	10.0	10.0	10.0	2.45
1259	7826593	2016-01-04	139	4	95.0	10.0	9.0	10.0	10.0	10.0	10.0	0.94
1260	8168476	2016-01-04	157	1	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.36
1261	6482984	2016-01-04	90	22	97.0	9.0	10.0	10.0	10.0	10.0	9.0	3.16
1262	6316917	2016-01-04	90	35	94.0	10.0	9.0	10.0	10.0	10.0	9.0	4.55
1263	7922581	2016-01-04	125	29	99.0	10.0	10.0	10.0	10.0	10.0	10.0	7.84
1264	4110396	2016-01-04	95	60	98.0	10.0	10.0	10.0	10.0	10.0	10.0	3.89
1265	5446176	2016-01-04	197	12	95.0	10.0	10.0	10.0	10.0	10.0	10.0	1.4
1266	4669377	2016-01-04	155	14	97.0	10.0	10.0	10.0	10.0	10.0	9.0	1.07
1267	4151430	2016-01-04	195	4	95.0	9.0	10.0	9.0	10.0	10.0	10.0	0.55
1268	5446513	2016-01-04	150	4	95.0	10.0	10.0	9.0	10.0	10.0	9.0	0.52
1269	3793185	2016-01-04	175	24	95.0	10.0	9.0	10.0	10.0	9.0	9.0	1.4
1270	937370	2016-01-04	156	27	91.0	9.0	9.0	9.0	9.0	9.0	9.0	1.06
1271	1833250	2016-01-04	320	22	97.0	10.0	9.0	10.0	9.0	10.0	10.0	0.98
1272	902243	2016-01-04	200	23	97.0	10.0	10.0	10.0	10.0	10.0	9.0	0.69
1273	4053644	2016-01-04	200	5	100.0	8.0	9.0	8.0	9.0	10.0	9.0	0.32
1274	1084046	2016-01-04	165	11	96.0	9.0	9.0	10.0	10.0	10.0	10.0	0.41
1275	8016481	2016-01-04	148	6	92.0	9.0	9.0	10.0	10.0	10.0	10.0	1.5
1276	8811781	2016-01-04	127	3	100.0	10.0	10.0	9.0	10.0	10.0	10.0	1.96
1277	4243163	2016-01-04	405	4	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.44
1278	4569115	2016-01-04	219	44	95.0	10.0	10.0	10.0	10.0	10.0	9.0	3.4
1279	4464824	2016-01-04	899	5	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.36
1281	4190771	2016-01-04	239	4	95.0	10.0	10.0	10.0	10.0	10.0	10.0	0.28
1282	3543084	2016-01-04	150	2	100.0	10.0	10.0	10.0	10.0	10.0	10.0	0.19
1283	6263270	2016-01-04	140	4	100.0	10.0	10.0	10.0	10.0	10.0	9.0	0.9
1284	7807169	2016-01-04	117	3	87.0	7.0	9.0	10.0	10.0	10.0	9.0	0.7
1285	844939	2016-01-04	99	12	96.0	10.0	10.0	9.0	10.0	10.0	10.0	0.34
1286	8890682	2016-01-04	170	2	100.0	10.0	10.0	10.0	10.0	10.0	8.0	0.76
